fid,Baumnummer,Hoehe,Gattung,gebiet,Kronendurchm,pflanzjahr,strasse,Stammdurchm,longitude,latitude
"83984","2813","11","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"22",11.5940691281,52.1520753853
"83985","2814","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"18",11.5939876193,52.1520966938
"83986","2815","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"17",11.5939807891,52.1521074558
"83987","2816","10","Acer negundo, Eschenahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"15",11.5939599146,52.1521607940
"83988","2817","10","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"62",11.5939904495,52.1520825125
"83989","2818","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"44",11.5939170864,52.1521081382
"83990","2819","13","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"21",11.5938506465,52.1521145463
"83991","2821","10","Juglans regia, Walnuss",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"44",11.5938848319,52.1519280887
"83992","2822","13","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"18",11.5939300351,52.1518984063
"83993","2823","16","Tilia spec., Linde",Liegenschaftsservice,9,,Bäume - Liegenschaftsservice,"68",11.5938628123,52.1518385533
"83994","2824","13","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"20",11.5939995846,52.1519655823
"83995","2825","10","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,"17",11.5940286967,52.1519508227
"83996","2826","13","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"18",11.5940220235,52.1519667972
"83997","2827","13","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"18",11.5940377827,52.1519713066
"83998","2828","18","Betula pendula, Sandbirke",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"27",11.5940767482,52.1519851977
"83999","2829","18","Betula pendula, Sandbirke",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"29",11.5940771971,52.1519376148
"84000","2830","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"15",11.5941123764,52.1518964621
"84001","2831","14","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"24",11.5940100320,52.1518837859
"84002","2832","13","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"18",11.5939519462,52.1518880318
"84003",,"12","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"19",11.5939156878,52.1518804662
"84004",,"14","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"20",11.5939255049,52.1518582173
"84005","2833","12","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"19",11.5939812230,52.1518509659
"84006","2834","13","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"49",11.5939788500,52.1518478706
"84007","2835","14","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"20",11.5940611484,52.1518527144
"84008","2836","13","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"22",11.5941239801,52.1518546591
"84009","2837","13","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"19",11.5940336758,52.1518353329
"84010","2838","14","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"37",11.5939804596,52.1518302988
"84011","2839","13","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"20",11.5939409271,52.1518292802
"84012","2840","13","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"19",11.5939300768,52.1518438179
"84013","2841","15","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"33",11.5939324926,52.1518049150
"84014","2842","15","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"29",11.5939605684,52.1518050166
"84015","2843","14","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"23",11.5940237498,52.1518104609
"84016","2844","14","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"16",11.5940324062,52.1518109898
"84017","2845","14","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"19",11.5940673989,52.1518345009
"84018","2846","14","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"24",11.5940775209,52.1518376055
"84019","2847","14","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"21",11.5941306217,52.1518356276
"84020","2848","10","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"37",11.5941042025,52.1518187626
"84021","2849","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"17",11.5940870815,52.1518059196
"84022","2850","16","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,9,,Bäume - Liegenschaftsservice,"92",11.5941383755,52.1517804198
"84023","2851","14","Aesculus hippocastanum, Roßkastanie",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"46",11.5940870815,52.1518059196
"84024","2852","16","Tilia spec., Linde",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"36",11.5940628149,52.1517783056
"84026","2854","14","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"22",11.5939742720,52.1517993192
"84027","2855","14","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"26",11.5939391965,52.1517819252
"84028","2856","5","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"139",11.6592483492,52.2099809863
"84029","2857","5","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"215",11.6589261361,52.2099146881
"84030","2858","5","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"430",11.6586508171,52.2098516486
"84031","2859","5","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"175",11.6475909897,52.2072685504
"84032","2860","5","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"142",11.6467822327,52.2071060343
"84033","2861","14","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,9,,Bäume - Liegenschaftsservice,"108",11.6636445114,52.0756722070
"84034","2862","18","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,9,,Bäume - Liegenschaftsservice,"215",11.6634708454,52.0756234338
"84035","2863","12","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"153",11.6632335910,52.0755999300
"84036","2864","8","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"61",11.6629603011,52.0754663541
"84037","2865","5","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"51",11.6628973026,52.0754500617
"84038","2866","15","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"87",11.6628072816,52.0754039830
"84039","2867","7","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"110",11.6628693481,52.0754070765
"84040","2868","6","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"70",11.6627683119,52.0754137672
"84041","2869","4","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"65",11.6627422342,52.0754121084
"84042","2870","19","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"123",11.6625791651,52.0754040135
"84043","2871","10","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"150",11.6624405718,52.0753951852
"84044","2872","8","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"60",11.6622441080,52.0754733700
"84045","2873","10","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"150",11.6621404974,52.0755250844
"84046","2874","15","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"67",11.6618763923,52.0755678352
"84047","2875","14","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"38",11.6617786216,52.0755558353
"84048","2876","14","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"89",11.6615504799,52.0755333813
"84051","2879","9","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"22",11.6579977907,52.0752388546
"84052","2880","9","Juglans regia, Walnuss",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"22",11.6571751708,52.0749554224
"84054","2882","25","Salix alba 'Tristis', Trauerweide",Liegenschaftsservice,17,,Bäume - Liegenschaftsservice,"76",11.6564467525,52.0748547604
"84055","2883","15","Salix spec., Weide",Liegenschaftsservice,9,,Bäume - Liegenschaftsservice,"30",11.6642100875,52.0754814405
"84056","2884","10","Salix spec., Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"146",11.6640572592,52.0758216930
"84057","2885","14","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"71",11.6635411921,52.0756577260
"84058","2903","9","Sorbus intermedia, Schwedische Mehlbeere",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"50",11.5904602153,52.1558256878
"84059","2904","8","Juglans regia, Walnuss",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"31",11.5903208155,52.1558724569
"84060","2905","10","Acer campestre, Feldahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"20",11.5905006989,52.1559890101
"84061","2906","14","Populus tremula, Zitterpappel",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"24",11.5903642466,52.1561066692
"84954","3136","5","Malus spec., Apfel",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"19",11.6823982698,52.0580696875
"84955","3137","4","Malus spec., Apfel",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"16",11.6823724284,52.0580304358
"84956","3138","6","Malus spec., Apfel",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"61",11.6824850609,52.0579112278
"84957","3139","5","Malus spec., Apfel",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"18",11.6820633344,52.0579753318
"84959","3141","5","Malus spec., Apfel",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"57",11.6827781942,52.0579604889
"84961","3143","12","Picea spec., Fichte",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"40",11.6828873348,52.0578779626
"84962","3144","10","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"45",11.6825641357,52.0578260591
"84963","3145","12","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"21",11.6826216863,52.0575789621
"84964","3146","12","Pinus silvestris, Gemeine Kiefer - Wald-Kiefer",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"30",11.6823418689,52.0576325501
"84965","3147","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"25",11.6553808458,52.0735140755
"84966","3148","8","Quercus robur, Stieleiche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"20",11.6552426735,52.0735146722
"84967","3149","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"27",11.6552237959,52.0734793947
"84968","3150","14","Picea pungens, Stech-Fichte",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"38",11.6528939970,52.0727613524
"84969","3151","12","Salix spec., Weide",Liegenschaftsservice,9,,Bäume - Liegenschaftsservice,"27",11.6540250044,52.0732896755
"84970","3152","9","Salix spec., Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"22",11.6539595408,52.0733424117
"84971","3153","8","Juglans regia, Walnuss",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"23",11.6540773222,52.0735073012
"84972","3154","9","Salix spec., Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"45",11.6547505888,52.0736160555
"84973","3155","12","Picea abies, Gemeine Fichte - Rot-Fichte",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"58",11.6717080691,52.0749264331
"84974","3156","12","Picea abies, Gemeine Fichte - Rot-Fichte",Liegenschaftsservice,2.5,,Bäume - Liegenschaftsservice,"30",11.6717845450,52.0749386380
"84975","3157","13","Picea abies, Gemeine Fichte - Rot-Fichte",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"37",11.6718458907,52.0749345486
"84976","3158","15","Picea abies, Gemeine Fichte - Rot-Fichte",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"30",11.6718906771,52.0749097906
"84977","3159","20","Picea abies, Gemeine Fichte - Rot-Fichte",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"62",11.6718671602,52.0748728222
"84978","3160","15","Picea spec., Fichte",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"18",11.6717378916,52.0748441881
"84979","3162","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"54",11.6676864100,52.0854998955
"84980","3163","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"36",11.6676578941,52.0854917279
"84981","3164","10","Acer negundo, Eschenahorn",Liegenschaftsservice,11,,Bäume - Liegenschaftsservice,"36",11.6678455047,52.0854603198
"84982","3165","10","Acer negundo, Eschenahorn",Liegenschaftsservice,9,,Bäume - Liegenschaftsservice,"35",11.6678489399,52.0853368551
"84983","3166","18","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"66",11.6679041904,52.0852793064
"84984","3167","10","Robinia pseudoacacia, Robinie",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"38",11.6686628413,52.0850858556
"84985","3168","13","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"76",11.6686240797,52.0850601138
"84986","3169","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"29",11.6687154307,52.0850106501
"84987","3170","10","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"77",11.6688851758,52.0849196603
"84988","3171","10","Robinia pseudoacacia, Robinie",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"153",11.6688365756,52.0848073569
"84989","3172","10","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"54",11.6689097045,52.0847803393
"84990","3173","10","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"26",11.6688840000,52.0847385636
"84991","3174","10","Robinia pseudoacacia, Robinie",Liegenschaftsservice,,,Bäume - Liegenschaftsservice,"28",11.6690115199,52.0847276705
"84992","3175","10","Robinia pseudoacacia, Robinie",Liegenschaftsservice,,,Bäume - Liegenschaftsservice,"61",11.6690687598,52.0847230462
"84993","3176","10","Robinia pseudoacacia, Robinie",Liegenschaftsservice,,,Bäume - Liegenschaftsservice,"18",11.6690866025,52.0847920695
"84994","3191","13","Tilia spec., Linde",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"37",11.6338960024,52.0977170498
"84996","3193","6","Fraxinus spec., Esche",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"54",11.6513129222,52.0992713443
"84997","3194","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"24",11.6512773300,52.0993236761
"84998","3195","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"24",11.6512210764,52.0993452665
"84999","3197","10","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"17",11.6505413951,52.0997478048
"85000","3198","10","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"92",11.6504337752,52.0997503157
"85001","3199","12","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"24",11.6502811042,52.0998377462
"85002","3200","7","Ulmus spec., Ulme",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"59",11.6505732074,52.0995578729
"85003","3201","8","Ulmus laevis, Flatterulme",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"20",11.6506269179,52.0995623303
"85004","3202","12","Ulmus laevis, Flatterulme",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"48",11.6505962964,52.0995852323
"85005","3203","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"24",11.6506617554,52.0995883462
"85006","3204","12","Acer campestre, Feldahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"24",11.6506148705,52.0996054088
"85007","3205","15","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"38",11.6505306874,52.0996066731
"85008","3206","8","Acer campestre, Feldahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"26",11.6535835587,52.0982150588
"85009","3207","14","Robinia pseudoacacia, Robinie",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"35",11.6536315522,52.0982142477
"85010","3208","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"56",11.6536907269,52.0981902521
"85011","3209","18","Robinia pseudoacacia, Robinie",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,,11.6536619569,52.0981533086
"85012","3210","18","Robinia pseudoacacia, Robinie",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"45",11.6537215951,52.0981592498
"85013","3211","15","Robinia pseudoacacia, Robinie",Liegenschaftsservice,9,,Bäume - Liegenschaftsservice,"102",11.6536599536,52.0981097369
"85014","3212","6","Robinia pseudoacacia, Robinie",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"17",11.6536331371,52.0981179851
"85015","3213","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"26",11.6536203804,52.0981318521
"85016","3214","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"26",11.6536037377,52.0981565085
"85017","3215","13","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"20",11.6520198013,52.0995364714
"85018","3216","14","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"73",11.6521678479,52.0995065191
"85019","3217","10","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"16",11.6521777781,52.0995508118
"85020","3218","14","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"26",11.6521898719,52.0995774291
"85021","3219","18","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"60",11.6521999865,52.0996002239
"85022","3220","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"18",11.6522079761,52.0996191995
"85023","3221","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"54",11.6522181550,52.0996356976
"85024","3222","10","Acer campestre, Feldahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"20",11.6522282019,52.0996622711
"85025","3223","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,9,,Bäume - Liegenschaftsservice,"70",11.6522536866,52.0995700571
"85026","3224","8","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"28",11.6522843244,52.0995941885
"85027","3225","8","Robinia pseudoacacia, Robinie",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"22",11.6522615562,52.0996042338
"85028","3226","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"31",11.6523132667,52.0995626904
"85029","3227","8","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"28",11.6523604503,52.0995703516
"85030","3228","22","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"76",11.6524097992,52.0995579092
"85031","3229","20","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"80",11.6524283992,52.0996842941
"85032","3230","16","Tilia spec., Linde",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"49",11.6526071253,52.0997923252
"85033","3231","16","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"33",11.6525326535,52.0996546078
"85034","3232","14","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"19",11.6525543704,52.0996489927
"85035","3233","16","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"35",11.6525939896,52.0996325426
"85036","3234","14","Robinia pseudoacacia, Robinie",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"30",11.6524938017,52.0995732849
"85037","3235","19","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"42",11.6524259175,52.0995908211
"85038","3236","13","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"40",11.6524750838,52.0996048227
"85039","3237","13","Robinia pseudoacacia, Robinie",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"51",11.6525635712,52.0995899703
"85040","3238","13","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"43",11.6525882960,52.0995710676
"85041","3239","18","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"48",11.6527255693,52.0996080864
"85042","3241","10","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"45",11.6527809321,52.0996133150
"85043","3243","14","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"38",11.6528342603,52.0996236255
"85044","3244","16","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"42",11.6528691104,52.0996350715
"85045","3245","14","Robinia pseudoacacia, Robinie",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"28",11.6529592522,52.0996530066
"85046","3246","14","Robinia pseudoacacia, Robinie",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"28",11.6528771228,52.0996667269
"85047","3247","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"18",11.6528543670,52.0996818981
"85048","3248","6","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"20",11.6527700463,52.0997005240
"85049","3250","14","Acer campestre, Feldahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"23",11.6532105651,52.0996480669
"85051","3253","13","Aesculus hippocastanum, Roßkastanie",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"20",11.6532412271,52.0995988133
"85052","3258","15","Aesculus hippocastanum, Roßkastanie",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"61",11.6532789943,52.0994749362
"85055","3262","18","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"62",11.6534703518,52.0995940130
"85056","3263","14","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"30",11.6535841928,52.0996347961
"85057","3264","15","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"26",11.6538008718,52.0995458296
"85058","3265","18","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"54",11.6536256308,52.0995481579
"85059","3266","10","Acer campestre, Feldahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"38",11.6537055781,52.0995050786
"85060","3267","16","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"43",11.6537497626,52.0994646933
"85067","3268","18","Tilia spec., Linde",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"68",11.6544450163,52.0993961514
"85068","3269","17","Acer campestre, Feldahorn",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"57",11.6544596118,52.0994525695
"85069","3270","15","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"30",11.6543802735,52.0994911390
"85070","3271","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"21",11.6542999482,52.0995130934
"85073","3274","17","Tilia platyphyllos, Sommerlinde",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"41",11.6541438202,52.0995323487
"85075","3276","17","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"30",11.6540558976,52.0995222785
"85076","3277","16","Tilia platyphyllos, Sommerlinde",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,"71",11.6538669912,52.0996338223
"85077","3278","10","Tilia platyphyllos, Sommerlinde",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"16",11.6537686245,52.0996716509
"85078","3279","14","Tilia platyphyllos, Sommerlinde",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"54",11.6536664681,52.0996923878
"85079","3281","17","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"45",11.6537443905,52.0997135653
"85080","3282","14","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"22",11.6536044680,52.0996786757
