fid,Baumnummer,Hoehe,Gattung,gebiet,Kronendurchm,pflanzjahr,strasse,Stammdurchm,longitude,latitude
"86163","4398","7","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"39",11.6495722159,52.1804900655
"86164","4399","6","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"24",11.6496030687,52.1804627527
"86165","4400","6","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"32",11.6496187883,52.1804269668
"86166","4401","4","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"33",11.6496313984,52.1804028518
"86167","4402","7","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"28",11.6496413905,52.1803912960
"86168","4403","4","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"59",11.6496650742,52.1804328513
"86169","4404","7","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"42",11.6496989126,52.1804139248
"86170","4405","12","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"50",11.6496955384,52.1804875639
"86171","4406","6","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"16",11.6497285145,52.1804295370
"86172","4407","8","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"29",11.6497182775,52.1804984741
"86179","4414","14","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"19",11.6497747956,52.1803369475
"86180","4415","14","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"19",11.6497451285,52.1803497549
"86181","4416","14","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"20",11.6497521515,52.1803571512
"86182","4417","14","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"33",11.6497769026,52.1802715206
"86183","4418","14","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"24",11.6497345086,52.1803753540
"86184","4419","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"18",11.6497277621,52.1803603073
"86185","4420","14","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"24",11.6497088738,52.1803378894
"86186","4421","15","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"32",11.6496965903,52.1803527343
"86187","4422","13","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"21",11.6496895590,52.1803697992
"86188","4423","8","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"16",11.6496424280,52.1803792220
"86189","4424","8","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"31",11.6496582053,52.1803665469
"86190","4425","18","Populus spec., Pappel",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"127",11.6492391311,52.1818067601
"86191","4426","14","Populus spec., Pappel",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"25",11.6492834387,52.1816809408
"86192","4427","10","Populus spec., Pappel",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,,11.6492230400,52.1818461515
"86193","4428","8","Prunus mahaleb, Weichselkirsche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"26",11.6491983840,52.1819186500
"86194","4429","8","Prunus mahaleb, Weichselkirsche",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"84",11.6489128143,52.1825707677
"86195","4430","11","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"24",11.6499675418,52.1798414144
"86196","4431","6","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"16",11.6500217336,52.1798105193
"86197","4433","19","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"32",11.6500718500,52.1797037244
"86198","4434","19","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"31",11.6500495637,52.1796955020
"86199","4435","19","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"26",11.6500270368,52.1796906125
"86200","4436","10","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,1,,Bäume - Liegenschaftsservice,"22",11.6500285034,52.1796832951
"86201","4437","19","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"35",11.6500059746,52.1796808338
"86202","4438","19","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,"26",11.6500014590,52.1796565641
"86203","4439","17","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"23",11.6499672458,52.1796642577
"86204","4440","12","Populus spec., Pappel",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"32",11.6499831530,52.1796931276
"86205","4441","18","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"36",11.6499238431,52.1796674815
"86206","4442","17","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"27",11.6498987760,52.1796518574
"86207","4443","17","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"34",11.6499278620,52.1796342067
"86208","4444","17","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"27",11.6499655523,52.1796431621
"86209","4445","13","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"22",11.6501062459,52.1796203949
"86210","4446","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"23",11.6500461623,52.1796087954
"86211","4447","13","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"38",11.6500560009,52.1795503891
"86212","4448","10","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,"21",11.6500190433,52.1795316149
"86213","4449","13","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"28",11.6499875465,52.1795111891
"86214","4450","10","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"29",11.6499586270,52.1795095009
"86215","4451","13","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"25",11.6499640104,52.1794819511
"86216","4452","10","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"23",11.6500697528,52.1794692324
"86217","4453","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"43",11.6501131511,52.1794856135
"86218","4454","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"26",11.6500998311,52.1794977838
"86219","4455","14","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"19",11.6501155230,52.1795181151
"86220","4456","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"21",11.6501220949,52.1795351441
"86221","4457","10","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,,11.6501372206,52.1794475714
"86222","4458","6","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,"16",11.6501547588,52.1794030213
"86223","4459","8","Acer spec., Ahorn",Liegenschaftsservice,1,,Bäume - Liegenschaftsservice,"16",11.6501303763,52.1793767700
"86225","4461","11","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"25",11.6503570218,52.1789544871
"86226","4462","11","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"29",11.6503398709,52.1789317605
"86227","4463","11","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"29",11.6503680547,52.1789186265
"86228","4464","11","Acer negundo, Eschenahorn",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,"20",11.6503014809,52.1788692223
"86229","4465","11","Acer negundo, Eschenahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"23",11.6503556263,52.1788547854
"86230","4466","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"22",11.6504013882,52.1788149965
"86231","4467","14","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"55",11.6503602404,52.1788069285
"86232","4468","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,"16",11.6503754047,52.1788306890
"86233","4469","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"18",11.6503085150,52.1788054832
"86234","4470","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"51",11.6503432180,52.1787789829
"86235","4471","8","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"21",11.6504169345,52.1787566418
"86236","4472","11","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"19",11.6504068517,52.1786609124
"86237","4473","8","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"16",11.6504332654,52.1786131051
"86238","4474","11","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,"16",11.6504571843,52.1785799225
"86239","4475","11","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"56",11.6504830565,52.1785894131
"86240","4476","12","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"127",11.6504424415,52.1785214393
"86241","4477","12","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"31",11.6505166057,52.1785287651
"86242","4478","10","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"38",11.6505429931,52.1784583857
"86243","4479","7","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"16",11.6505723106,52.1784052970
"86244","4480","11","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"73",11.6505966482,52.1783693172
"86245","4481","6","Prunus avium, Vogelkirsche",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"19",11.6499660857,52.1798070936
"86246","4482","8","Prunus avium, Vogelkirsche",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"16",11.6499265601,52.1797992587
"86247","4483","5","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,"9",11.6498328508,52.1797978576
"86248","4484","5","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,"10",11.6497392486,52.1797908782
"86249","4485","6","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,"9",11.6496743986,52.1797852311
"86250","4486","6","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,"10",11.6496114551,52.1797772029
"86251","4487","13","Aesculus hippocastanum, Roßkastanie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"34",11.6495214519,52.1797692432
"86252","4488","13","Aesculus hippocastanum, Roßkastanie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"45",11.6495106153,52.1797813575
"86253","4489","13","Aesculus hippocastanum, Roßkastanie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"33",11.6495013175,52.1798045887
"86254","4490","13","Aesculus hippocastanum, Roßkastanie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"33",11.6494977712,52.1798212156
"86255","4491","5","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,"7",11.6499486929,52.1797261873
"86261","4497","9","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"19",11.6498624430,52.1796927830
"86262","4498","6","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"16",11.6498716313,52.1796849324
"86263","4499","6","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,"8",11.6498819595,52.1797282267
"86264","4500","6","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,"10",11.6497918344,52.1797378963
"86265","4501","6","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,"10",11.6497163802,52.1797310487
"86266","4502","8","Aesculus hippocastanum, Roßkastanie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"22",11.6496231849,52.1796743284
"86267","4503","9","Aesculus hippocastanum, Roßkastanie",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"24",11.6495564462,52.1796762779
"86268","4504","15","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"41",11.6495239650,52.1796761984
"86269","4505","8","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"16",11.6495005830,52.1796716877
"86270","4506","6","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,"7",11.6495957311,52.1797218892
"86271","4507","8","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,,11.6494738880,52.1796483661
"86272","4508","13","Betula pendula, Sandbirke",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"26",11.6493685359,52.1797488478
"86273","4509","13","Betula pendula, Sandbirke",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"24",11.6493665966,52.1797654386
"86274","4510","12","Aesculus hippocastanum, Roßkastanie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"28",11.6493584943,52.1796513188
"86275","4511","8","Betula pendula, Sandbirke",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"22",11.6493238403,52.1797032680
"86276","4512","7","Prunus mahaleb, Weichselkirsche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"18",11.6494208261,52.1795973987
"86277","4513","13","Betula pendula, Sandbirke",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"22",11.6494152409,52.1795231515
"86278","4514","16","Betula pendula, Sandbirke",Liegenschaftsservice,9,,Bäume - Liegenschaftsservice,"56",11.6493486874,52.1795306724
"86279","4515","13","Betula pendula, Sandbirke",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"21",11.6493508255,52.1794952816
"86280","4516","13","Betula pendula, Sandbirke",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"17",11.6494047755,52.1794898426
"86281","4517","16","Betula pendula, Sandbirke",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"22",11.6494013902,52.1794599717
"86282","4518","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"30",11.6495549085,52.1794216288
"86283","4519","7","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"21",11.6495587019,52.1793796359
"86284","4520","15","Betula pendula, Sandbirke",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"23",11.6494400643,52.1793526248
"86285","4521","15","Betula pendula, Sandbirke",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"24",11.6493964799,52.1793946126
"86286","4522","12","Betula pendula, Sandbirke",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"21",11.6493496908,52.1793900883
"86287","4523","13","Betula pendula, Sandbirke",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"25",11.6493701826,52.1792992475
"86288","4524","13","Betula pendula, Sandbirke",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"23",11.6493723901,52.1792650243
"86289","4525","13","Betula pendula, Sandbirke",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"22",11.6493780649,52.1792251474
"86290","4526","15","Betula pendula, Sandbirke",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"26",11.6494501539,52.1792098580
"86291","4527","13","Betula pendula, Sandbirke",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"19",11.6494988168,52.1792188367
"86292","4528","16","Betula pendula, Sandbirke",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"51",11.6494894634,52.1792509723
"86293","4529","16","Betula pendula, Sandbirke",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"29",11.6494228031,52.1792640713
"86294","4530","16","Betula pendula, Sandbirke",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"29",11.6494587094,52.1792774735
"86295","4531","15","Betula pendula, Sandbirke",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"26",11.6494475406,52.1793061425
"86296","4532","6","Prunus avium, Vogelkirsche",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"18",11.6495915579,52.1791006522
"86297","4533","16","Betula pendula, Sandbirke",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"28",11.6495371469,52.1791426135
"86298","4534","16","Betula pendula, Sandbirke",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"43",11.6495158240,52.1791136853
"86299","4535","14","Betula pendula, Sandbirke",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"17",11.6494939673,52.1791446630
"86300","4537","16","Betula pendula, Sandbirke",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"29",11.6495414173,52.1790717421
"86301","4538","15","Betula pendula, Sandbirke",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"21",11.6495218320,52.1790351308
"86302","4539","16","Betula pendula, Sandbirke",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"24",11.6495470489,52.1790385211
"86303","4540","16","Betula pendula, Sandbirke",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"25",11.6495525763,52.1790207704
"86304","4541","20","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"40",11.6495517178,52.1789079268
"86305","4542","8","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"16",11.6496652606,52.1788960224
"86306","4543","13","Aesculus hippocastanum, Roßkastanie",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"28",11.6497318426,52.1789062170
"86307","4544","12","Aesculus hippocastanum, Roßkastanie",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"16",11.6497641130,52.1789052220
"86308","4545","13","Aesculus hippocastanum, Roßkastanie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"20",11.6497946639,52.1789097513
"86309","4546","13","Aesculus hippocastanum, Roßkastanie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"30",11.6497841512,52.1788953289
"86310","4547","10","Aesculus hippocastanum, Roßkastanie",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"16",11.6497914496,52.1788753801
"86311","4548","9","Aesculus hippocastanum, Roßkastanie",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"16",11.6498056410,52.1788975439
