fid,Baumnummer,Hoehe,Gattung,gebiet,Kronendurchm,pflanzjahr,strasse,Stammumfang,longitude,latitude
"81788","4117","16","Picea pungens 'Glauca', Blau-Fichte",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,160,11.6574856916,52.1609227762
"81790","4119","18","Tilia platyphyllos, Sommerlinde",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,70,11.6553743018,52.1655903774
"81791","4120","9","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,40,11.6554010206,52.1656019163
"81792","4121","15","Robinia pseudoacacia, Robinie",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,143,11.6554091174,52.1656273642
"81793","4122","13","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,100,11.6553718366,52.1656373769
"81794","4123","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,74,11.6554603194,52.1656693777
"81795","4124","14","Robinia pseudoacacia, Robinie",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,72,11.6554126733,52.1656895163
"81796","4125","15","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,52,11.6553588916,52.1657122212
"81797","4126","13","Robinia pseudoacacia, Robinie",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,73,11.6553177637,52.1656993881
"81798","4127","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,92,11.6555303007,52.1657050327
"81799","4128","18","Ailanthus altissima, Götterbaum",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,189,11.6555783548,52.1656401893
"81800","4129","14","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,120,11.6556595605,52.1656752316
"81801","4130","15","Tilia platyphyllos, Sommerlinde",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,107,11.6556433499,52.1655921409
"81802","4131","14","Tilia platyphyllos, Sommerlinde",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,103,11.6557157085,52.1655989644
"81803","4132","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,78,11.6557032474,52.1656131844
"81804","4133","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,70,11.6557417956,52.1656170824
"81805","4134","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,88,11.6557510464,52.1656152552
"81806","4135","8","Robinia pseudoacacia, Robinie",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,220,11.6557737611,52.1656454999
"81807","4136","15","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,65,11.6557393717,52.1657089564
"81808","4137","15","Robinia pseudoacacia, Robinie",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,120,11.6557701971,52.1657108700
"81809","4138","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,106,11.6558009941,52.1657147627
"81810","4139","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,50,11.6558071725,52.1657129148
"81811","4140","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,65,11.6558241607,52.1657157696
"81812","4141","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,56,11.6558210657,52.1657006410
"81813","4142","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,62,11.6558212427,52.1656864279
"81814","4143","15","Robinia pseudoacacia, Robinie",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,50,11.6558029373,52.1656712823
"81815","4144","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,103,11.6558231383,52.1656495136
"81816","4145","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,50,11.6559092134,52.1656582762
"81817","4146","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,53,11.6558983787,52.1656752474
"81818","4147","15","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,60,11.6558951545,52.1656923170
"81819","4148","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,50,11.6558872291,52.1657188453
"81820","4149","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,62,11.6560182249,52.1657059117
"81821","4150","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,68,11.6560398102,52.1657098320
"81822","4151","14","Robinia pseudoacacia, Robinie",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,215,11.6560401611,52.1656690854
"81823","4152","17","Robinia pseudoacacia, Robinie",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,52,11.6559848412,52.1656536945
"81824","4153","15","Robinia pseudoacacia, Robinie",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,67,11.6558233997,52.1656219888
"81825","4154","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,63,11.6558555838,52.1656221631
"81826","4155","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,55,11.6558204984,52.1656002909
