fid,Baumnummer,Hoehe,Gattung,gebiet,Kronendurchm,pflanzjahr,strasse,Stammumfang,longitude,latitude
"80876","3157","13","Picea abies, Gemeine Fichte - Rot-Fichte",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,115,11.6718458907,52.0749345486
"80877","3158","15","Picea abies, Gemeine Fichte - Rot-Fichte",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,94,11.6718906771,52.0749097906
"80878","3159","20","Picea abies, Gemeine Fichte - Rot-Fichte",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,196,11.6718671602,52.0748728222
"80886","3146","12","Pinus sylvestris, Waldkiefer",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,95,11.6823418689,52.0576325501
"80887","3160","15","Picea spec., Fichte",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,57,11.6717378916,52.0748441881
"80888","3162","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,168,11.6676864100,52.0854998955
"80889","3163","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,113,11.6676578941,52.0854917279
"80890","3164","10","Acer negundo, Eschenahorn",Liegenschaftsservice,11,,Bäume - Liegenschaftsservice,112,11.6678455047,52.0854603198
"80891","3165","10","Acer negundo, Eschenahorn",Liegenschaftsservice,9,,Bäume - Liegenschaftsservice,110,11.6678489399,52.0853368551
"80892","3166","18","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,208,11.6679041904,52.0852793064
"80893","3167","10","Robinia pseudoacacia, Robinie",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,120,11.6686628413,52.0850858556
"80894","3168","13","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,240,11.6686240797,52.0850601138
"80895","3169","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,90,11.6687154307,52.0850106501
"80896","3170","10","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,243,11.6688851758,52.0849196603
"80897","3171","10","Robinia pseudoacacia, Robinie",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,480,11.6688365756,52.0848073569
"80898","3172","10","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,168,11.6689097045,52.0847803393
"80899","3173","10","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,80,11.6688840000,52.0847385636
"80900","3174","10","Robinia pseudoacacia, Robinie",Liegenschaftsservice,,,Bäume - Liegenschaftsservice,86,11.6690115199,52.0847276705
"80901","3175","10","Robinia pseudoacacia, Robinie",Liegenschaftsservice,,,Bäume - Liegenschaftsservice,190,11.6690687598,52.0847230462
"80902","3176","10","Robinia pseudoacacia, Robinie",Liegenschaftsservice,,,Bäume - Liegenschaftsservice,55,11.6690866025,52.0847920695
"80903","3191","13","Tilia spec., Linde",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,115,11.6338960024,52.0977170498
"80904","2573","0",Leerstelle,Liegenschaftsservice,,,Bäume - Liegenschaftsservice,,11.6647876500,52.1839277620
"80905","3193","6","Fraxinus spec., Esche",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,170,11.6513129222,52.0992713443
"80918","3192","18","Quercus robur, Stieleiche",Liegenschaftsservice,13,,Bäume - Liegenschaftsservice,367,11.6513344163,52.0992472086
"80919","3194","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,74,11.6512773300,52.0993236761
"80920","3195","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,75,11.6512210764,52.0993452665
"80921","3197","10","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,52,11.6505413951,52.0997478048
"80922","3198","10","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,290,11.6504337752,52.0997503157
"80923","3199","12","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,75,11.6502811042,52.0998377462
"80924","3200","7","Ulmus spec., Ulme",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,185,11.6505732074,52.0995578729
"80925","3201","8","Ulmus laevis, Flatterulme",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,63,11.6506269179,52.0995623303
"80926","3202","12","Ulmus laevis, Flatterulme",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,150,11.6505962964,52.0995852323
"80927","3203","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,74,11.6506617554,52.0995883462
"80928","3204","12","Acer campestre, Feldahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,74,11.6506148705,52.0996054088
"80929","3205","15","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,120,11.6505306874,52.0996066731
"80930","3206","8","Acer campestre, Feldahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,80,11.6535835587,52.0982150588
"80931","3207","14","Robinia pseudoacacia, Robinie",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,110,11.6536315522,52.0982142477
"80932","3208","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,174,11.6536907269,52.0981902521
"80933","3209","18","Robinia pseudoacacia, Robinie",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,,11.6536619569,52.0981533086
"80934","3210","18","Robinia pseudoacacia, Robinie",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,140,11.6537215951,52.0981592498
"80935","3211","15","Robinia pseudoacacia, Robinie",Liegenschaftsservice,9,,Bäume - Liegenschaftsservice,320,11.6536599536,52.0981097369
"80936","3212","6","Robinia pseudoacacia, Robinie",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,52,11.6536331371,52.0981179851
"80937","3213","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,80,11.6536203804,52.0981318521
"80938","3214","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,80,11.6536037377,52.0981565085
"80939","3215","13","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,62,11.6520198013,52.0995364714
"80940","3216","14","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,230,11.6521678479,52.0995065191
"80941","3217","10","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,49,11.6521777781,52.0995508118
"80942","3218","14","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,80,11.6521898719,52.0995774291
"80943","3219","18","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,188,11.6521999865,52.0996002239
"80944","3220","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,56,11.6522079761,52.0996191995
"80945","3221","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,170,11.6522181550,52.0996356976
"80946","3222","10","Acer campestre, Feldahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,63,11.6522282019,52.0996622711
"80947","3223","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,9,,Bäume - Liegenschaftsservice,218,11.6522536866,52.0995700571
"80948","3224","8","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,89,11.6522843244,52.0995941885
"80949","3225","8","Robinia pseudoacacia, Robinie",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,69,11.6522615562,52.0996042338
"80950","3226","12","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,97,11.6523132667,52.0995626904
"80951","3227","8","Robinia pseudoacacia, Robinie",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,87,11.6523604503,52.0995703516
"80952","3228","22","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,240,11.6524097992,52.0995579092
"80953","3229","20","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,250,11.6524283992,52.0996842941
"80954","3230","16","Tilia spec., Linde",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,154,11.6526071253,52.0997923252
"80955","3231","16","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,103,11.6525326535,52.0996546078
"80956","3232","14","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,60,11.6525543704,52.0996489927
"80957","3233","16","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,110,11.6525939896,52.0996325426
"80958","3234","14","Robinia pseudoacacia, Robinie",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,95,11.6524938017,52.0995732849
"80959","3235","19","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,130,11.6524259175,52.0995908211
"80960","3236","13","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,126,11.6524750838,52.0996048227
"80961","3237","13","Robinia pseudoacacia, Robinie",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,160,11.6525635712,52.0995899703
"80962","3238","13","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,134,11.6525882960,52.0995710676
"80963","3239","18","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,150,11.6527255693,52.0996080864
"80964","3241","10","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,140,11.6527809321,52.0996133150
"80965","3243","14","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,120,11.6528342603,52.0996236255
"80966","3244","16","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,130,11.6528691104,52.0996350715
"80967","3245","14","Robinia pseudoacacia, Robinie",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,87,11.6529592522,52.0996530066
"80968","3246","14","Robinia pseudoacacia, Robinie",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,87,11.6528771228,52.0996667269
"80969","3247","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,56,11.6528543670,52.0996818981
"80970","3248","6","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,63,11.6527700463,52.0997005240
"80971","3250","14","Acer campestre, Feldahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,72,11.6532105651,52.0996480669
"80973","3253","13","Aesculus hippocastanum, Roßkastanie",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,63,11.6532412271,52.0995988133
"80974","3258","15","Aesculus hippocastanum, Roßkastanie",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,192,11.6532789943,52.0994749362
"80977","3262","18","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,194,11.6534703518,52.0995940130
"80984","3263","14","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,94,11.6535841928,52.0996347961
"80985","3264","15","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,81,11.6538008718,52.0995458296
"80986","3265","18","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,168,11.6536256308,52.0995481579
"80987","3266","10","Acer campestre, Feldahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,120,11.6537055781,52.0995050786
"80988","3267","16","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,135,11.6537497626,52.0994646933
"80989","3268","18","Tilia spec., Linde",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,212,11.6544450163,52.0993961514
"80990","3269","17","Acer campestre, Feldahorn",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,180,11.6544596118,52.0994525695
"80991","3270","15","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,94,11.6543802735,52.0994911390
"80992","3271","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,67,11.6542999482,52.0995130934
"80995","3274","17","Tilia platyphyllos, Sommerlinde",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,128,11.6541438202,52.0995323487
"80997","3276","17","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,95,11.6540558976,52.0995222785
"80998","3277","16","Tilia platyphyllos, Sommerlinde",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,222,11.6538669912,52.0996338223
"80999","3278","10","Tilia platyphyllos, Sommerlinde",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,50,11.6537686245,52.0996716509
"81000","3279","14","Tilia platyphyllos, Sommerlinde",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,168,11.6536664681,52.0996923878
"81001","3281","17","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,140,11.6537443905,52.0997135653
"81002","3282","14","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,70,11.6536044680,52.0996786757
"81003","3283","17","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,196,11.6534974343,52.0997279408
"81004","3284","15","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,246,11.6534520621,52.0997384954
"81005","3285","15","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,103,11.6534081005,52.0997408345
"81006","3286","3","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,60,11.6535602141,52.0997105190
"81008","3288","5","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,51,11.6535801537,52.0997266174
"81010","3290","18","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,160,11.6532619734,52.0997539279
"81011","3291","18","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,220,11.6530952415,52.0995970646
"81012","3292","17","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,280,11.6531900862,52.0997655292
"81013","3293","15","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,127,11.6531327739,52.0997594454
"81014","3294","4","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,50,11.6533395014,52.0997610852
"81015","3295","9","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,116,11.6532462609,52.0998114783
"81016","3296","6","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,63,11.6532848581,52.0998319229
"81017","3365","15","Acer negundo, Eschenahorn",Liegenschaftsservice,9,,Bäume - Liegenschaftsservice,135,11.6545651163,52.0991071929
"81018","3297","10","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,87,11.6532476151,52.0998416648
"81019","3298","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,93,11.6532351036,52.0998449143
"81020","3299","11","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,66,11.6532134463,52.0998785868
"81021","3300","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,58,11.6531800851,52.0998479519
"81022","3301","8","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,59,11.6531109776,52.0998547242
"81023","3302","15","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,97,11.6531563523,52.0998269927
"81024","3303","10","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,61,11.6531334587,52.0998668983
"81026","3305","16","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,192,11.6530212082,52.0998012578
"81027","3306","16","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,110,11.6530661383,52.0998250672
"81028","3307","5","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,1,,Bäume - Liegenschaftsservice,186,11.6532317968,52.0999244884
"81029","3308","6","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,70,11.6532444351,52.0999676408
"81030","3309","18","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,258,11.6529652921,52.0998408278
"81031","3310","8","Acer campestre, Feldahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,65,11.6529448098,52.0998352636
"81032","3311","18","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,186,11.6529178656,52.0997552915
"81033","3312","18","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,174,11.6529187241,52.0997697512
"81034","3313","17","Betula pendula, Sandbirke",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,160,11.6528433397,52.0998405161
"81035","3314","15","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,98,11.6527998849,52.0998858308
"81037","3316","14","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,57,11.6528443731,52.0999292554
"81038","3317","14","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,67,11.6528596977,52.0999414108
"81039","3318","14","Acer campestre, Feldahorn",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,164,11.6528922907,52.0999172947
"81040","3319","15","Acer campestre, Feldahorn",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,130,11.6529131676,52.0999295050
"81041","3320","7","Acer campestre, Feldahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,77,11.6529342652,52.0999355949
"81043","3322","12","Crataegus laevigata, Zweigriffeliger Weißdorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,126,11.6530086424,52.0999314920
"81044","3323","15","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,89,11.6529913946,52.0999902460
"81045","3324","16","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,178,11.6530250729,52.1000016284
"81046","3325","14","Acer campestre, Feldahorn",Liegenschaftsservice,9,,Bäume - Liegenschaftsservice,140,11.6532510197,52.1000022960
"81047","3326","6","Acer campestre, Feldahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,132,11.6532538826,52.1000160810
"81048","3327","17","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,77,11.6532580511,52.1000248005
"81049","3328","17","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,190,11.6532692161,52.1000308442
"81050","3329","18","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,182,11.6532535310,52.1000593461
"81051","3330","8","Crataegus monogyna, Eingriffeliger Weißdorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,156,11.6532688019,52.1000853522
"81052","3331","9","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,115,11.6532966271,52.1001088272
"81053","3332","18","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,330,11.6533050822,52.1001626857
"81054","3333","18","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,81,11.6531422705,52.1000472827
"81055","3334","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,63,11.6531844155,52.1000832056
"81056","3335","9","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,54,11.6532288656,52.1001136807
"81057","3336","19","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,433,11.6537031555,52.1004355662
"81058","3337","17","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,290,11.6538362577,52.1005006465
"81059","3338","26","Quercus robur, Stieleiche",Liegenschaftsservice,20,,Bäume - Liegenschaftsservice,590,11.6536417786,52.0993208966
"81060","3339","24","Quercus robur, Stieleiche",Liegenschaftsservice,18,,Bäume - Liegenschaftsservice,277,11.6538437825,52.0993094219
"81061","3340","15","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,110,11.6538716696,52.0993437771
"81062","3341","6","Tilia spec., Linde",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,94,11.6538935558,52.0994074054
"81063","3342","18","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,120,11.6539857584,52.0994575788
"81064","3343","14","Tilia platyphyllos, Sommerlinde",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,60,11.6540531189,52.0994386147
"81066","3345","14","Tilia platyphyllos, Sommerlinde",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,180,11.6539600431,52.0993860329
"81067","3346","14","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,74,11.6539750342,52.0993458554
"81068","3347","14","Tilia platyphyllos, Sommerlinde",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,88,11.6540743474,52.0993485645
"81069","3348","6","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,64,11.6538332941,52.0992655916
"81070","3349","18","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,108,11.6538587705,52.0992446033
"81071","3350","14","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,715,11.6539254393,52.0991967867
"81072","3351","14","Aesculus hippocastanum, Roßkastanie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,100,11.6539967638,52.0991634342
"81073","3352","6","Acer negundo, Eschenahorn",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,110,11.6540581284,52.0991738329
"81074","3353","20","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,240,11.6540469198,52.0992481891
"81075","3354","10","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,172,11.6541488230,52.0991740381
"81077","3357","18","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,15,,Bäume - Liegenschaftsservice,335,11.6540763858,52.0990190089
"81078","3358","18","Quercus robur, Stieleiche",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,345,11.6539394065,52.0990016800
"81079","3359","13","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,56,11.6541896597,52.0993280704
"81081","3361","16","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,250,11.6542671651,52.0991750593
"81082","3362","14","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,77,11.6542985261,52.0991498913
"81083","3363","16","Acer negundo, Eschenahorn",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,210,11.6543575090,52.0992406525
"81084","3364","14","Acer negundo, Eschenahorn",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,135,11.6544719746,52.0991370804
"81085","3366","8","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,250,11.6544963750,52.0990144034
"81086","3367","14","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,70,11.6546583378,52.0990417806
"81087","3368","12","Acer negundo, Eschenahorn",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,128,11.6547724750,52.0989277834
"81088","3369","15","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,102,11.6547913633,52.0988671935
"81089","3370","18","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,220,11.6545973788,52.0988833454
"81090","3371","15","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,460,11.6546950423,52.0987845583
"81091","3372","14","Acer negundo, Eschenahorn",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,215,11.6543439685,52.0988676511
"81093","3374","16","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,208,11.6543832009,52.0987660437
"81094","3376","14","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,251,11.6546539946,52.0987253188
"81095","3377","20","Betula pendula, Sandbirke",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,150,11.6558270327,52.0986298146
"81096","3378","12","Picea abies, Gemeine Fichte - Rot-Fichte",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,69,11.6557326505,52.0986903977
"81097","3379","10","Picea abies, Gemeine Fichte - Rot-Fichte",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,50,11.6557272915,52.0986616505
"81098","3380","10","Picea abies, Gemeine Fichte - Rot-Fichte",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,61,11.6557261685,52.0986304695
"81099","3382","18","Betula pendula, Sandbirke",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,204,11.6560419602,52.0985680427
"81100","3383","15","Pinus sylvestris, Waldkiefer",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,95,11.6561094699,52.0985024894
"81101","3384","6","Malus spec., Apfel",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,93,11.6559275738,52.0984664804
"81102","3385","5",unbekannt,Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,96,11.6558796845,52.0984493938
"81103","3386","6","Acer ginnala, Feuerahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,152,11.6557744789,52.0984187604
