fid,Baumnummer,Gattung,Stammumfang,Baumhoehe,Kronendurchmesser,Pflanzjahr,Objekt,Art,longitude,latitude
5231,  9158 - Lieg0,"Fraxinus excelsior, Gemeine Esche",157,18,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6675253061409,52.0827239486416
5232,  9159 - Lieg0,"Robinia pseudoacacia, Robinie",128,18,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6674689797482,52.0827288934722
5233,  9160 - Lieg0,"Fraxinus excelsior, Gemeine Esche",138,18,12,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.66747032085,52.0827771056208
5234,  9161 - Lieg0,"Acer pseudoplatanus, Berg-Ahorn",50,9,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6674304922858,52.0827829988999
5235,  9162 - Lieg0,"Acer pseudoplatanus, Berg-Ahorn",40,10,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6674579849384,52.0828015420114
5236,  9163 - Lieg0,"Acer pseudoplatanus, Berg-Ahorn",45,10,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6674754192937,52.0828291506345
5237,  9164 - Lieg0,"Acer pseudoplatanus, Berg-Ahorn",40,6,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6673859398189,52.0828358207725
5238,  9165 - Lieg0,"Fraxinus excelsior, Gemeine Esche",0,15,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6674119033782,52.0828621736904
5239,  9166 - Lieg0,"Acer pseudoplatanus, Berg-Ahorn",45,8,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.667443887604,52.0828638357706
5240,  9167 - Lieg0,"Acer pseudoplatanus, Berg-Ahorn",40,6,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6673793743294,52.0828550575758
5241,  9168 - Lieg0,"Acer pseudoplatanus, Berg-Ahorn",52,10,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6673668265372,52.0828823328117
5242,  9169 - Lieg0,"Acer pseudoplatanus, Berg-Ahorn",55,10,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6673963308436,52.082908705186
5243,  9170 - Lieg0,"Rhus typhina, Essigbaum",58,8,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6673654854315,52.0829029362314
5244,  9171 - Lieg0,"Fraxinus excelsior, Gemeine Esche",92,17,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6673526659136,52.0829270585454
5245,  9172 - Lieg0,"Acer pseudoplatanus, Berg-Ahorn",40,8,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6673800068217,52.0829407797311
5246,  9173 - Lieg0,"Acer pseudoplatanus, Berg-Ahorn",108,16,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6673283742954,52.0829506693616
5247,  9174 - Lieg0,unbekannt,80,17,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6674235927145,52.0829889916477
5248,  9175 - Lieg0,"Acer platanoides, Spitz-Ahorn",53,15,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6674376743142,52.0829753934193
5249,  9176 - Lieg0,"Acer platanoides, Spitz-Ahorn",66,16,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6674870799075,52.0829619255146
5250,  9177 - Lieg0,"Robinia pseudoacacia, Robinie",112,17,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6674896649738,52.0829245847693
5251,  9178 - Lieg0,"Acer platanoides, Spitz-Ahorn",55,14,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6675205103707,52.0828957400031
5252,  9179 - Lieg0,"Acer platanoides, Spitz-Ahorn",104,16,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.667537274172,52.0828870865662
5253,  9180 - Lieg0,"Acer platanoides, Spitz-Ahorn",66,16,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6675636789362,52.0828607948836
5254,  9181 - Lieg0,"Robinia pseudoacacia, Robinie",136,16,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6675960325365,52.0828662874728
5255,  9182 - Lieg0,"Fraxinus excelsior, Gemeine Esche",72,17,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6675356828325,52.0828386788708
5256,  9183 - Lieg0,"Fraxinus excelsior, Gemeine Esche",58,16,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6675363533942,52.0828279650813
5257,  9184 - Lieg0,"Acer platanoides, Spitz-Ahorn",45,8,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6675645165892,52.0828160150844
5258,  9185 - Lieg0,"Fraxinus excelsior, Gemeine Esche",128,18,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6676074319355,52.0828234323212
5259,  9186 - Lieg0,"Fraxinus excelsior, Gemeine Esche",374,20,12,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6676255368426,52.0827908788683
5260,  9187 - Lieg0,"Acer platanoides, Spitz-Ahorn",68,9,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6675953619862,52.0827591495226
5261,  9188 - Lieg0,"Acer platanoides, Spitz-Ahorn",0,7,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6676456534061,52.0827657426323
5262,  9189 - Lieg0,"Acer platanoides, Spitz-Ahorn",50,8,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6675663881406,52.0827345519478
5263,  9190 - Lieg0,"Acer platanoides, Spitz-Ahorn",40,7,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6676106445875,52.0827427933488
5264,  9191 - Lieg0,"Acer platanoides, Spitz-Ahorn",83,17,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6676086329336,52.0826937570305
5265,  9192 - Lieg0,"Robinia pseudoacacia, Robinie",50,11,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6676696531878,52.0826958173816
5266,  9193 - Lieg0,"Robinia pseudoacacia, Robinie",40,6,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6676790409147,52.0826958173791
5267,  9194 - Lieg0,"Robinia pseudoacacia, Robinie",48,10,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6677018396988,52.0826476051483
5268,  9195 - Lieg0,"Robinia pseudoacacia, Robinie",272,20,14,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6677764440638,52.0826634986368
5269,  9196 - Lieg0,"Fraxinus excelsior, Gemeine Esche",131,17,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6679117561475,52.0826847033061
5270,  9197 - Lieg0,"Robinia pseudoacacia, Robinie",138,18,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6679112250745,52.0826923435576
5271,  9198 - Lieg0,"Acer campestre, Feldahorn",65,12,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6678756858035,52.0826841021581
5272,  9199 - Lieg0,"Acer campestre, Feldahorn",60,12,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6678562397834,52.082711298784
5273,  9200 - Lieg0,"Robinia pseudoacacia, Robinie",70,8,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6679353649523,52.0827236608829
5274,  9201 - Lieg0,"Robinia pseudoacacia, Robinie",92,17,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6678166772118,52.0827512695507
5275,  9202 - Lieg0,"Robinia pseudoacacia, Robinie",90,18,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6677771146176,52.0827640437023
5276,  9203 - Lieg0,"Robinia pseudoacacia, Robinie",90,18,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.667830088256,52.0827867075218
5277,  9204 - Lieg0,"Robinia pseudoacacia, Robinie",108,18,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6677992428416,52.082810195466
5278,  9205 - Lieg0,"Robinia pseudoacacia, Robinie",88,15,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6678106422328,52.0828460454612
5279,  9206 - Lieg0,"Fraxinus excelsior, Gemeine Esche",50,8,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.66777175021,52.0828233816763
5280,  9207 - Lieg0,"Rhus typhina, Essigbaum",62,6,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6677797968342,52.0828814833562
5281,  9208 - Lieg0,"Robinia pseudoacacia, Robinie",72,16,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6677402342516,52.0828753023275
5282,  9209 - Lieg0,"Rhus typhina, Essigbaum",54,8,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6677630330223,52.0828872523091
5283,  9210 - Lieg0,"Acer platanoides, Spitz-Ahorn",58,5,0,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6677590097099,52.0828971419517
5284,  9211 - Lieg0,"Rhus typhina, Essigbaum",62,5,1,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6677563275043,52.0829016747045
5285,  9212 - Lieg0,"Acer platanoides, Spitz-Ahorn",52,8,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6677801670828,52.0829215697377
5286,  9213 - Lieg0,"Acer platanoides, Spitz-Ahorn",40,12,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.667693953408,52.0829256851463
5287,  9214 - Lieg0,"Fraxinus excelsior, Gemeine Esche",78,15,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6677247988067,52.0829298058293
5288,  9215 - Lieg0,"Fraxinus excelsior, Gemeine Esche",77,16,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.667752962,52.0829425799383
5289,  9216 - Lieg0,"Fraxinus excelsior, Gemeine Esche",69,17,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6677515498883,52.0829630863703
5290,  9217 - Lieg0,"Acer platanoides, Spitz-Ahorn",65,16,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6677418001199,52.0829677598063
5291,  9218 - Lieg0,"Acer platanoides, Spitz-Ahorn",50,8,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6677062608532,52.0829529253758
5292,  9219 - Lieg0,"Fraxinus excelsior, Gemeine Esche",72,15,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6677364356956,52.0829982528014
5293,  9220 - Lieg0,"Fraxinus spec., Esche",82,17,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.667746493988,52.0830266854344
5294,  9221 - Lieg0,"Robinia pseudoacacia, Robinie",50,12,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6676841326215,52.0830139113613
5295,  9222 - Lieg0,"Acer platanoides, Spitz-Ahorn",40,6,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6677453169634,52.0830413886357
5296,  9223 - Lieg0,"Acer platanoides, Spitz-Ahorn",40,7,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.667739574927,52.0830479748006
5297,  9224 - Lieg0,"Acer platanoides, Spitz-Ahorn",45,8,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6677382338345,52.0830496230684
5298,  9225 - Lieg0,"Robinia pseudoacacia, Robinie",93,17,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6676859307482,52.0830413817249
5299,  9226 - Lieg0,"Acer platanoides, Spitz-Ahorn",60,6,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.667734639073,52.0830621416134
5300,  9227 - Lieg0,"Acer platanoides, Spitz-Ahorn",40,8,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6677326274138,52.0830695588078
5301,  9228 - Lieg-1,"Prunus spec., Kirsche, Pflaume",38,5,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.7199763468996,52.0832728025501
5302,  9229 - Lieg-1,"Prunus spec., Kirsche, Pflaume",75,5,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.7199306740545,52.0832708610292
5303,  9230 - Lieg1,"Prunus spec., Kirsche, Pflaume",37,5,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.7199340122457,52.083279938051
5304,  9231 - Lieg2,"Prunus spec., Kirsche, Pflaume",127,6,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.7198968024355,52.0832636332819
5305,  9232 - Lieg3,"Prunus spec., Kirsche, Pflaume",85,8,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.7199000821608,52.0832870149367
5306,  9233 - Lieg4,"Juglans regia, Walnuss",95,9,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.7197847543966,52.0832536334973
5307,  9234 - Lieg5,"Prunus spec., Kirsche, Pflaume",250,5,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.7194917209427,52.0832300759553
5308,  9235 - Lieg6,"Fraxinus excelsior, Gemeine Esche",40,7,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.7194431506397,52.0832254759402
5309,  9236 - Lieg7,"Fraxinus excelsior, Gemeine Esche",50,7,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.7192927334833,52.0832106401545
5310,  9237 - Lieg8,"Acer campestre, Feldahorn",70,10,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.7189463918526,52.0831351036447
5311,  9238 - Lieg9,"Acer campestre, Feldahorn",45,10,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.7188831122137,52.0831176838976
5312,  9239 - Lieg10,"Fraxinus excelsior, Gemeine Esche",65,7,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.7188366988029,52.0831027354891
5313,  9240 - Lieg11,"Fraxinus excelsior, Gemeine Esche",85,10,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.7187751697444,52.0830835588865
5314,  9241 - Lieg12,"Ulmus spec., Ulme",75,8,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.7187470923495,52.083110524949
5315,  9242 - Lieg13,"Ulmus spec., Ulme",110,12,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.7187947911883,52.0831466125777
5316,  9243 - Lieg14,"Ulmus spec., Ulme",120,13,9,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.7188354453878,52.0831279381905
5317,  9244 - Lieg15,"Fraxinus excelsior, Gemeine Esche",75,11,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.7187869688118,52.0831096045948
5318,  9245 - Lieg16,"Ulmus spec., Ulme",100,13,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.7189231357665,52.0831802666635
5319,  9246 - Lieg17,"Fraxinus excelsior, Gemeine Esche",60,13,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.7189511757818,52.0831984997849
5320,  9247 - Lieg18,"Acer campestre, Feldahorn",40,8,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.7189769094212,52.0832093484301
5321,  9248 - Lieg19,"Ulmus spec., Ulme",75,9,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.7189754046855,52.0831693339793
5322,  9249 - Lieg20,"Fraxinus excelsior, Gemeine Esche",50,10,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.7190480515193,52.0831728063109
5323,  9250 - Lieg21,"Ulmus spec., Ulme",85,10,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.7190696480123,52.0831614373148
5324,  9251 - Lieg22,"Fraxinus excelsior, Gemeine Esche",65,9,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.7190865357705,52.0831948032393
5325,  9252 - Lieg23,"Fraxinus excelsior, Gemeine Esche",70,11,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.7190823721988,52.0832332321364
5326,  9253 - Lieg24,"Ulmus spec., Ulme",150,13,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.7191539743855,52.083265335077
5327,  9254 - Lieg25,"Fraxinus excelsior, Gemeine Esche",90,8,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.7193154081747,52.0833162470576
5328,  1155 - Lieg0,"Fraxinus excelsior, Gemeine Esche",100,12,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6833138729361,52.1522663746656
5329,  1157 - Lieg0,"Acer platanoides, Spitz-Ahorn",60,14,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6831958597124,52.1522696125275
5330,  1193 - Lieg0,"Acer campestre, Feldahorn",169,16,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6823831126837,52.1525790776998
5331,  1198 - Lieg0,"Acer platanoides, Spitz-Ahorn",180,18,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6823606485207,52.152658043722
5332,  1204 - Lieg0,"Acer platanoides, Spitz-Ahorn",70,15,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6823345423038,52.1527704512268
5333,  1204 - Lieg0,"Acer platanoides, Spitz-Ahorn",60,16,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.682284675876,52.1527809589307
5334,  1204 - Lieg0,"Acer platanoides, Spitz-Ahorn",89,18,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6823243496738,52.1528127522358
5335,  1204 - Lieg0,"Acer platanoides, Spitz-Ahorn",58,17,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6822986609294,52.1528186241989
5336,  1204 - Lieg0,"Acer platanoides, Spitz-Ahorn",50,14,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6822753663942,52.1528012755131
5337,  1230 - Lieg0,"Acer platanoides, Spitz-Ahorn",82,14,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6823069222059,52.1528555785496
5338,  1208 - Lieg0,"Fraxinus americana, Weißesche",198,20,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6826762828021,52.1526326569817
5339,  1208 - Lieg0,"Fraxinus americana, Weißesche",148,18,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6827273672248,52.1525922594392
5340,  1208 - Lieg0,"Quercus robur, Stieleiche",184,20,9,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6827701398158,52.1525760889044
5341,  122 - Lieg0,"Juglans regia, Walnuss",60,7,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5769054948765,52.1122173139894
5342,  9255 - Lieg0,"Tilia cordata, Winterlinde",175,17,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6425524166626,52.1187069428072
5343,  9256 - Lieg0,"Aesculus hippocastanum, Roßkastanie",186,18,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6425152054321,52.1186446364541
5344,  9257 - Lieg0,"Aesculus hippocastanum, Roßkastanie",200,18,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6426155990306,52.1186251452885
5345,  9258 - Lieg0,"Aesculus hippocastanum, Roßkastanie",154,16,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6425294647483,52.1185629379029
5346,  9259 - Lieg0,"Aesculus hippocastanum, Roßkastanie",196,18,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6424667949405,52.118515087904
5347,  9260 - Lieg0,"Aesculus hippocastanum, Roßkastanie",213,18,9,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.642615559167,52.118497830508
5348,  9261 - Lieg0,"Aesculus hippocastanum, Roßkastanie",97,16,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6427040321836,52.1185395709871
5349,  9262 - Lieg0,"Aesculus hippocastanum, Roßkastanie",166,16,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6427881809474,52.1184250538989
5350,  9263 - Lieg0,"Aesculus hippocastanum, Roßkastanie",230,18,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6426656632951,52.1184212275782
5351,  9264 - Lieg0,"Aesculus hippocastanum, Roßkastanie",180,18,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6424604367527,52.1184068992971
5352,  9265 - Lieg0,"Aesculus hippocastanum, Roßkastanie",0,16,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6424916641603,52.1183248392868
5353,  9266 - Lieg0,"Aesculus hippocastanum, Roßkastanie",0,18,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6425439672369,52.1182795477439
5354,  9267 - Lieg0,"Aesculus hippocastanum, Roßkastanie",0,15,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6424909936145,52.1182301387359
5355,  9268 - Lieg0,"Aesculus hippocastanum, Roßkastanie",0,18,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6425359206097,52.1181893762631
5356,  9269 - Lieg0,"Aesculus hippocastanum, Roßkastanie",145,17,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.642529968941,52.1181164718798
5357,  9270 - Lieg0,"Aesculus hippocastanum, Roßkastanie",193,18,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6426263474535,52.1181274045447
5358,  9271 - Lieg0,"Aesculus hippocastanum, Roßkastanie",175,18,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.642689117213,52.1181710254471
5359,  9272 - Lieg0,"Aesculus hippocastanum, Roßkastanie",128,17,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6427344161081,52.1182203440763
5360,  9273 - Lieg0,"Aesculus hippocastanum, Roßkastanie",173,18,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6425277361496,52.118465590114
5361,  9274 - Lieg0,"Aesculus hippocastanum, Roßkastanie",0,17,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6426259985248,52.1182506181923
5362,  9275 - Lieg0,"Aesculus hippocastanum, Roßkastanie",0,18,9,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6426675794597,52.118331658041
5363,  9276 - Lieg0,"Aesculus hippocastanum, Roßkastanie",178,18,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6427709895552,52.1182725563124
5364,  9277 - Lieg0,"Aesculus hippocastanum, Roßkastanie",169,17,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6427961649919,52.1183276771357
5365,  9278 - Lieg0,"Populus canadensis, Kanadische Pappel",350,28,14,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6381993827258,52.0581258709742
5366,  9279 - Lieg0,"Populus canadensis, Kanadische Pappel",0,26,14,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6382382022288,52.0580497419323
5367,  9280 - Lieg0,"Populus canadensis, Kanadische Pappel",0,28,12,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6382697164038,52.0579667452579
5368,  9281 - Lieg0,"Populus canadensis, Kanadische Pappel",0,26,12,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6382848986076,52.0578912123469
