fid,Baumnummer,Gattung,Stammumfang,Baumhoehe,Kronendurchmesser,Pflanzjahr,Objekt,Art,longitude,latitude
1578,  2783 - Lieg2785,"Acer pseudoplatanus, Berg-Ahorn",220,14,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5940628699041,52.1522794841907
1579,  2784 - Lieg2786,"Acer pseudoplatanus, Berg-Ahorn",185,14,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5940585982445,52.1522713945658
1580,  2785 - Lieg2787,"Acer pseudoplatanus, Berg-Ahorn",185,13,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5940468031309,52.1522772297912
1581,  2786 - Lieg2788,"Acer pseudoplatanus, Berg-Ahorn",124,13,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5940417859941,52.1522714048204
1582,  2787 - Lieg2789,"Acer pseudoplatanus, Berg-Ahorn",120,13,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5940088676634,52.1522936224883
1583,  2788 - Lieg2790,"Acer pseudoplatanus, Berg-Ahorn",51,8,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5939004440017,52.1523021236365
1584,  2789 - Lieg2791,"Acer pseudoplatanus, Berg-Ahorn",60,12,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.593885122235,52.1522925684927
1585,  2790 - Lieg2792,"Acer pseudoplatanus, Berg-Ahorn",105,10,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5938822734399,52.1522762639235
1586,  2093 - Lieg2095,"Robinia pseudoacacia, Robinie",50,12,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6675173184697,52.1560664524479
1587,  2791 - Lieg2793,"Acer pseudoplatanus, Berg-Ahorn",86,12,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5938636273885,52.152295019941
1588,  2792 - Lieg2794,"Acer pseudoplatanus, Berg-Ahorn",147,12,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5938577073684,52.1522812110619
1589,  2793 - Lieg2795,"Acer pseudoplatanus, Berg-Ahorn",85,12,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5938624968141,52.1523057464865
1590,  2794 - Lieg2796,"Acer pseudoplatanus, Berg-Ahorn",72,12,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5938614697468,52.1523081971962
1591,  2795 - Lieg2797,"Acer pseudoplatanus, Berg-Ahorn",65,12,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5938339831785,52.1523106905545
1592,  2796 - Lieg2798,"Acer pseudoplatanus, Berg-Ahorn",65,12,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5938361047419,52.1523019206628
1593,  2797 - Lieg2799,"Acer pseudoplatanus, Berg-Ahorn",83,11,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5938309876757,52.1522868350942
1594,  2798 - Lieg2800,"Acer pseudoplatanus, Berg-Ahorn",67,12,0,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5938145683394,52.152306171616
1595,  2799 - Lieg2801,"Acer pseudoplatanus, Berg-Ahorn",73,10,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5938048064326,52.1523067461389
1596,  2800 - Lieg2802,"Acer pseudoplatanus, Berg-Ahorn",71,12,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5937988135408,52.1522941978802
1597,  2801 - Lieg2803,"Acer pseudoplatanus, Berg-Ahorn",52,12,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5937652920777,52.1522809064087
1598,  2802 - Lieg2804,"Acer pseudoplatanus, Berg-Ahorn",67,10,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5937720890782,52.1523047681528
1599,  2803 - Lieg2805,"Acer pseudoplatanus, Berg-Ahorn",132,12,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.593758927112,52.1523046980464
1600,  2804 - Lieg2806,"Acer pseudoplatanus, Berg-Ahorn",64,12,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5937671548406,52.152292826108
1601,  2805 - Lieg2807,"Acer pseudoplatanus, Berg-Ahorn",150,12,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.593756558182,52.1522891023556
1602,  2806 - Lieg2808,"Acer pseudoplatanus, Berg-Ahorn",130,10,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5940710621865,52.1522267847974
1603,  2807 - Lieg2809,"Carpinus betulus, Hainbuche",90,12,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5940547130773,52.1521643734526
1604,  2808 - Lieg2810,"Acer negundo, Eschenahorn",138,12,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5940032906843,52.1521625373689
1605,  2809 - Lieg2811,"Juglans regia, Walnuss",73,12,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5940220502884,52.1521859559918
1606,  2810 - Lieg2812,"Acer pseudoplatanus, Berg-Ahorn",65,13,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5940403561874,52.152103537004
1607,  2811 - Lieg2813,"Acer negundo, Eschenahorn",72,11,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5940691280911,52.1520753852645
1608,  2812 - Lieg2814,"Acer pseudoplatanus, Berg-Ahorn",55,12,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5939876192716,52.1520966937626
1609,  2813 - Lieg2815,"Acer pseudoplatanus, Berg-Ahorn",52,12,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5939807890677,52.1521074558043
1610,  2814 - Lieg2816,"Acer negundo, Eschenahorn",48,10,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5939599145941,52.1521607939901
1611,  2815 - Lieg2817,"Acer pseudoplatanus, Berg-Ahorn",195,10,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5939904494656,52.1520825124744
1612,  2816 - Lieg2818,"Acer pseudoplatanus, Berg-Ahorn",138,12,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5939170863684,52.1521081381692
1613,  2817 - Lieg2819,"Acer pseudoplatanus, Berg-Ahorn",65,13,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5938506464908,52.1521145463189
1614,  2819 - Lieg2821,"Juglans regia, Walnuss",139,10,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5938848319252,52.1519280886612
1615,  2820 - Lieg2822,"Acer pseudoplatanus, Berg-Ahorn",55,13,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5939300351124,52.1518984062949
1616,  2821 - Lieg2823,"Tilia spec., Linde",214,16,9,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5938628122825,52.1518385532845
1617,  2822 - Lieg2824,"Acer negundo, Eschenahorn",64,13,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5939995845892,52.1519655823271
1618,  2823 - Lieg2825,"Acer pseudoplatanus, Berg-Ahorn",53,10,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5940286967068,52.1519508226778
1619,  2824 - Lieg2826,"Acer pseudoplatanus, Berg-Ahorn",56,13,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5940220234874,52.151966797207
1620,  2825 - Lieg2827,"Acer platanoides, Spitz-Ahorn",56,13,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5940377827036,52.1519713066269
1621,  2826 - Lieg2828,"Betula pendula, Sandbirke",84,18,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5940767481997,52.1519851976558
1622,  2827 - Lieg2829,"Betula pendula, Sandbirke",102,18,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.594077197136,52.1519376148127
1623,  2828 - Lieg2830,"Acer pseudoplatanus, Berg-Ahorn",60,12,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5941123764441,52.1518964620674
1624,  2829 - Lieg2831,"Acer pseudoplatanus, Berg-Ahorn",88,14,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5940100320028,52.1518837859238
1625,  2830 - Lieg2832,"Acer pseudoplatanus, Berg-Ahorn",69,13,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5939519461716,52.1518880318349
1626,  2831 - Lieg0,"Acer negundo, Eschenahorn",62,12,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5939156878206,52.1518804662234
1627,  2832 - Lieg0,"Acer pseudoplatanus, Berg-Ahorn",73,14,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5939255049095,52.1518582173495
1628,  2833 - Lieg2833,"Acer negundo, Eschenahorn",72,12,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5939812229523,52.1518509659365
1629,  2834 - Lieg2834,"Acer pseudoplatanus, Berg-Ahorn",154,13,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5939788499765,52.151847870606
1630,  2835 - Lieg2835,"Acer pseudoplatanus, Berg-Ahorn",74,14,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5940611483584,52.1518527143608
1631,  2836 - Lieg2836,"Acer pseudoplatanus, Berg-Ahorn",85,13,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5941239801026,52.1518546590516
1632,  2837 - Lieg2837,"Acer pseudoplatanus, Berg-Ahorn",73,16,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5940336757676,52.1518353329333
1633,  2838 - Lieg2838,"Acer pseudoplatanus, Berg-Ahorn",135,14,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5939804595981,52.1518302988375
1634,  2839 - Lieg2839,"Acer pseudoplatanus, Berg-Ahorn",68,13,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5939409271113,52.1518292802429
1635,  2840 - Lieg2840,"Acer pseudoplatanus, Berg-Ahorn",67,13,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5939300767891,52.1518438178761
1636,  2841 - Lieg2841,"Acer pseudoplatanus, Berg-Ahorn",122,16,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5939324926493,52.1518049149599
1637,  2842 - Lieg2842,"Acer pseudoplatanus, Berg-Ahorn",94,16,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.593960568409,52.1518050165798
1638,  2843 - Lieg2843,"Acer pseudoplatanus, Berg-Ahorn",72,14,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5940237498101,52.1518104608987
1639,  2844 - Lieg2844,"Acer pseudoplatanus, Berg-Ahorn",51,14,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5940324062049,52.1518109898446
1640,  2845 - Lieg2845,"Acer pseudoplatanus, Berg-Ahorn",59,14,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5940673989376,52.1518345008799
1641,  2846 - Lieg2846,"Acer pseudoplatanus, Berg-Ahorn",75,14,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5940775209154,52.1518376055399
1642,  2847 - Lieg2847,"Acer pseudoplatanus, Berg-Ahorn",65,14,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.594130621674,52.1518356275927
1643,  2848 - Lieg2848,"Acer negundo, Eschenahorn",115,10,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5941042024815,52.1518187625793
1644,  2849 - Lieg2849,"Acer pseudoplatanus, Berg-Ahorn",70,12,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5940870814546,52.1518059196485
1645,  2850 - Lieg2850,"Acer pseudoplatanus, Berg-Ahorn",290,16,9,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5941383755285,52.1517804197988
1646,  2851 - Lieg2851,"Aesculus hippocastanum, Roßkastanie",145,14,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5940870814546,52.1518059196485
1647,  2852 - Lieg2852,"Tilia spec., Linde",114,16,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5940628148855,52.1517783055852
1648,  2854 - Lieg2854,"Acer pseudoplatanus, Berg-Ahorn",90,16,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5939742719916,52.1517993192245
1649,  2855 - Lieg2855,"Acer negundo, Eschenahorn",111,16,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5939391964904,52.1517819252226
1650,  2856 - Lieg2856,"Salix alba, Baum-Weide - Kopf-Weide",435,5,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6592483491767,52.2099809862801
1651,  2857 - Lieg2857,"Salix alba, Baum-Weide - Kopf-Weide",676,5,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6589261361336,52.2099146881103
1652,  2858 - Lieg2858,"Salix alba, Baum-Weide - Kopf-Weide",1351,5,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6586508170644,52.2098516485926
1653,  2859 - Lieg2859,"Salix alba, Baum-Weide - Kopf-Weide",550,5,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6475909897358,52.2072685503867
1654,  2860 - Lieg2860,"Salix alba, Baum-Weide - Kopf-Weide",150,5,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6467822327015,52.207106034254
1655,  2861 - Lieg2861,"Salix alba, Baum-Weide - Kopf-Weide",340,20,9,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6636445113955,52.075672207019
1656,  2862 - Lieg2862,"Salix alba, Baum-Weide - Kopf-Weide",676,25,9,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6634708453691,52.0756234337662
1657,  2863 - Lieg2863,"Salix alba, Baum-Weide - Kopf-Weide",480,12,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6632335909602,52.0755999299979
1658,  2864 - Lieg2864,"Salix alba, Baum-Weide - Kopf-Weide",190,8,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6629603010929,52.0754663540974
1659,  2865 - Lieg2865,"Salix alba, Baum-Weide - Kopf-Weide",160,5,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6628973026149,52.0754500616712
1660,  2866 - Lieg2866,"Salix alba, Baum-Weide - Kopf-Weide",273,15,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6628072815687,52.0754039830239
1661,  2867 - Lieg2867,"Salix alba, Baum-Weide - Kopf-Weide",345,7,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6628693481409,52.0754070765409
1662,  2868 - Lieg2868,"Salix alba, Baum-Weide - Kopf-Weide",220,6,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6627683119097,52.0754137672446
1663,  2869 - Lieg2869,"Salix alba, Baum-Weide - Kopf-Weide",204,4,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6627422342186,52.0754121084405
1664,  2870 - Lieg2870,"Populus canadensis Hybride, Schwarzpappel-Hybride",386,19,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6625791650647,52.07540401346
1665,  2871 - Lieg2871,"Salix alba, Baum-Weide - Kopf-Weide",471,10,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6624405717506,52.0753951851692
1666,  2872 - Lieg2872,"Salix alba, Baum-Weide - Kopf-Weide",188,8,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6622441080496,52.0754733699815
1667,  2873 - Lieg2873,"Salix alba, Baum-Weide - Kopf-Weide",471,10,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6621404973781,52.0755250843896
1668,  2874 - Lieg2874,"Salix alba, Baum-Weide - Kopf-Weide",210,15,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6618763922573,52.07556783517
1669,  2875 - Lieg2875,"Salix alba, Baum-Weide - Kopf-Weide",120,14,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6617786216416,52.0755558352754
1670,  2876 - Lieg2876,"Salix alba, Baum-Weide - Kopf-Weide",280,14,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6615504798965,52.0755333812535
1671,  2879 - Lieg2879,"Salix alba, Baum-Weide - Kopf-Weide",69,9,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6579977906747,52.075238854567
1672,  2880 - Lieg2880,"Juglans regia, Walnuss",70,9,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6571751707903,52.0749554223982
1673,  2882 - Lieg2882,"Salix alba 'Tristis', Trauerweide",240,25,17,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6564467524535,52.0748547604139
1674,  2883 - Lieg2883,"Salix spec., Weide",95,15,9,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6642100875038,52.0754814405433
1675,  2884 - Lieg2884,"Salix spec., Weide",460,10,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6640572592424,52.0758216930051
1676,  2885 - Lieg2885,"Salix alba, Baum-Weide - Kopf-Weide",300,20,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6635411921334,52.075657726022
1677,  2903 - Lieg2903,"Sorbus intermedia, Schwedische Mehlbeere",157,9,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5904602152876,52.1558256877674
1678,  2904 - Lieg2904,"Juglans regia, Walnuss",97,8,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5903208154733,52.1558724569213
1679,  2906 - Lieg2906,"Populus tremula, Zitterpappel",75,14,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.590364246567,52.1561066691838
1680,  3136 - Lieg3136,"Malus spec., Apfel",58,5,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6823982698175,52.0580696874609
1681,  3137 - Lieg3137,"Malus spec., Apfel",51,4,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.682372428354,52.0580304358408
1682,  3138 - Lieg3138,"Malus spec., Apfel",190,6,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6824840718361,52.0579478766942
1683,  3139 - Lieg3139,"Malus spec., Apfel",57,5,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6820560041802,52.0579805799408
1684,  3141 - Lieg3141,"Malus spec., Apfel",180,5,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6827781941833,52.0579604889229
1685,  3143 - Lieg3143,"Picea spec., Fichte",124,12,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6828873347923,52.0578779626224
1686,  3144 - Lieg3144,"Acer pseudoplatanus, Berg-Ahorn",140,10,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6825641356711,52.0578260590758
1687,  3145 - Lieg3145,"Fraxinus excelsior, Gemeine Esche",65,12,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6826216863141,52.0575789621302
1688,  3146 - Lieg3146,"Pinus sylvestris, Waldkiefer",95,12,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6823418689004,52.0576325501496
1689,  3147 - Lieg3147,"Acer pseudoplatanus, Berg-Ahorn",79,12,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6553808458021,52.0735140755411
1690,  3148 - Lieg3148,"Quercus robur, Stieleiche",64,8,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.65524267355,52.0735146722061
1691,  3149 - Lieg3149,"Acer pseudoplatanus, Berg-Ahorn",84,12,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6552237959259,52.0734793947315
1692,  3150 - Lieg3150,"Picea pungens, Stech-Fichte",120,14,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6528939969768,52.0727613523977
1693,  3151 - Lieg3151,"Salix spec., Weide",84,12,9,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6540250043824,52.0732896754834
1694,  3152 - Lieg3152,"Salix spec., Weide",70,9,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6539595408386,52.0733424117112
1695,  3153 - Lieg3153,"Juglans regia, Walnuss",73,8,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6540773222087,52.0735073012242
1696,  3154 - Lieg3154,"Salix spec., Weide",140,9,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6547505888461,52.0736160554953
1697,  3155 - Lieg3155,"Picea abies, Gemeine Fichte - Rot-Fichte",182,12,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6716844438725,52.074921609042
1698,  3156 - Lieg3156,"Picea abies, Gemeine Fichte - Rot-Fichte",94,12,2.5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6717743439582,52.0749349843339
1699,  3157 - Lieg3157,"Picea abies, Gemeine Fichte - Rot-Fichte",115,13,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6718228877411,52.0749374535528
1700,  3158 - Lieg3158,"Picea abies, Gemeine Fichte - Rot-Fichte",94,15,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6718748858986,52.0749085749344
1701,  3159 - Lieg3159,"Picea abies, Gemeine Fichte - Rot-Fichte",196,20,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6718340888552,52.074882844398
1702,  3160 - Lieg3160,"Picea spec., Fichte",57,15,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6717384540935,52.0748367469572
1703,  3162 - Lieg3162,"Robinia pseudoacacia, Robinie",168,12,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6676864100071,52.0854998954882
1704,  3163 - Lieg3163,"Robinia pseudoacacia, Robinie",113,12,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6676578940863,52.0854917278931
1705,  3164 - Lieg3164,"Acer negundo, Eschenahorn",112,10,11,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6678455046782,52.0854603197794
1706,  3165 - Lieg3165,"Acer negundo, Eschenahorn",110,10,9,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6678489398867,52.0853368551369
1707,  3166 - Lieg3166,"Populus canadensis Hybride, Schwarzpappel-Hybride",208,18,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6679041903549,52.0852793063794
1708,  3167 - Lieg3167,"Robinia pseudoacacia, Robinie",120,10,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6686628412992,52.0850858555933
1709,  3168 - Lieg3168,"Robinia pseudoacacia, Robinie",240,13,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6686240796795,52.0850601137758
1710,  3169 - Lieg3169,"Robinia pseudoacacia, Robinie",90,12,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6687154306908,52.085010650096
1711,  3170 - Lieg3170,"Robinia pseudoacacia, Robinie",243,10,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6688851757637,52.0849196602977
1712,  3171 - Lieg3171,"Robinia pseudoacacia, Robinie",480,10,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6688365756294,52.0848073569442
1713,  3172 - Lieg3172,"Robinia pseudoacacia, Robinie",168,10,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6689097045298,52.0847803393035
1714,  3173 - Lieg3173,"Robinia pseudoacacia, Robinie",80,10,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6688839999627,52.0847385636284
1715,  3174 - Lieg3174,"Robinia pseudoacacia, Robinie",86,10,0,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6690115198513,52.0847276705445
1716,  3175 - Lieg3175,"Robinia pseudoacacia, Robinie",190,10,0,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6690687597712,52.0847230461679
1717,  3176 - Lieg3176,"Robinia pseudoacacia, Robinie",55,10,0,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6690866024727,52.0847920695063
1718,  3191 - Lieg3191,"Tilia spec., Linde",115,13,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6339111870559,52.0977103341588
1719,  3192 - Lieg3192,"Quercus robur, Stieleiche",367,18,13,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6513344163348,52.0992472086265
1720,  3194 - Lieg3194,"Robinia pseudoacacia, Robinie",74,12,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.651277329998,52.0993236761125
1721,  3195 - Lieg3195,"Robinia pseudoacacia, Robinie",75,12,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6512210763696,52.0993452665311
1722,  3197 - Lieg3197,"Fraxinus excelsior, Gemeine Esche",52,10,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6505413951442,52.0997478047531
1723,  3198 - Lieg3198,"Salix alba, Baum-Weide - Kopf-Weide",290,10,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6504337752412,52.0997503157358
1724,  3199 - Lieg3199,"Fraxinus excelsior, Gemeine Esche",75,12,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6502811042016,52.0998377462319
1725,  3200 - Lieg3200,"Ulmus spec., Ulme",185,7,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6505732074315,52.09955787294
1726,  3202 - Lieg3202,"Ulmus laevis, Flatterulme",150,12,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6505962963516,52.0995852323081
1727,  3203 - Lieg3203,"Acer pseudoplatanus, Berg-Ahorn",74,12,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6506617554436,52.0995883461519
1728,  3204 - Lieg3204,"Acer campestre, Feldahorn",74,12,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.650614870455,52.099605408782
1729,  3205 - Lieg3205,"Fraxinus excelsior, Gemeine Esche",120,15,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6505306874257,52.0996066731318
1730,  3206 - Lieg3206,"Acer campestre, Feldahorn",80,8,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6535835586544,52.098215058844
1731,  3207 - Lieg3207,"Robinia pseudoacacia, Robinie",110,14,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6536315521556,52.0982142476747
1732,  3208 - Lieg3208,"Robinia pseudoacacia, Robinie",174,12,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6536907269006,52.0981902520591
1733,  3209 - Lieg3209,"Robinia pseudoacacia, Robinie",0,18,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6536619568897,52.0981533086181
1734,  3210 - Lieg3210,"Robinia pseudoacacia, Robinie",140,18,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6537215950815,52.0981592498027
1735,  3211 - Lieg3211,"Robinia pseudoacacia, Robinie",320,15,9,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6536599536016,52.0981097368666
1736,  3212 - Lieg3212,"Robinia pseudoacacia, Robinie",52,6,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6536331370957,52.0981179850622
1737,  3213 - Lieg3213,"Robinia pseudoacacia, Robinie",80,12,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6536203803958,52.0981318520716
1738,  3214 - Lieg3214,"Robinia pseudoacacia, Robinie",80,12,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6536037376556,52.098156508477
1739,  3215 - Lieg3215,"Acer pseudoplatanus, Berg-Ahorn",62,13,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6520198013097,52.0995364714286
